house_id,area_type,availability,location,size,society,total_sqft,bath,balcony,price
house_9426,Plot  Area,Ready To Move,Kadugodi,4 Bedroom,,2760,4.0,2.0,290.0
house_7423,Super built-up  Area,Ready To Move,6th Phase JP Nagar,3 BHK,,1350,2.0,,58.0
house_7799,Super built-up  Area,18-May,Electronic City Phase II,2 BHK,MJtroty,1116,2.0,2.0,40.0
house_3974,Super built-up  Area,Ready To Move,Hebbal,4 BHK,Prersis,2483,5.0,2.0,230.0
house_10134,Super built-up  Area,Ready To Move,Poornapragna Housing Society Layout,3 BHK,,1270,2.0,2.0,57.15
house_3853,Plot  Area,Ready To Move,1 Annasandrapalya,11 Bedroom,,1200,6.0,3.0,150.0
house_3344,Super built-up  Area,Ready To Move,Panathur,3 BHK,Saite G,1370,2.0,2.0,75.0
house_10539,Built-up  Area,Ready To Move,Hosakerehalli,2 BHK,,925,2.0,1.0,46.25
house_12424,Super built-up  Area,Ready To Move,Kudlu Gate,3 BHK,ACiteda,1320,2.0,2.0,50.0
house_10421,Built-up  Area,Ready To Move,Manorayana Palya,2 Bedroom,,1500,2.0,0.0,145.0
house_10262,Plot  Area,19-Apr,Anekal,2 Bedroom,,1200,2.0,1.0,36.1
house_12051,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,,1322,2.0,1.0,77.9
house_1328,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,RInceeg,1140,2.0,2.0,43.0
house_11545,Plot  Area,Ready To Move,Whitefield,4 Bedroom,Pronege,4800,4.0,3.0,550.0
house_257,Super built-up  Area,17-Jun,Electronic City,2 BHK,Prarkun,1108,2.0,1.0,63.0
house_12436,Plot  Area,Ready To Move,2nd Stage Nagarbhavi,3 Bedroom,,600,5.0,1.0,135.0
house_1764,Super built-up  Area,18-May,Hebbal,2 BHK,Arcia S,812,2.0,2.0,55.0
house_8388,Super built-up  Area,Ready To Move,Horamavu Agara,2 BHK,DSireSo,1000,2.0,1.0,46.0
house_8385,Super built-up  Area,Ready To Move, Banaswadi,1 RK,Krntsee,527,1.0,0.0,35.0
house_11435,Plot  Area,Ready To Move,Kamala Nagar,3 Bedroom,,2800,3.0,1.0,400.0
house_10714,Super built-up  Area,18-Apr,Banashankari,3 BHK,Bregae ,1770,3.0,3.0,108.0
house_1249,Plot  Area,Ready To Move,TC Palaya,2 Bedroom,Lancy R,1240,2.0,1.0,60.0
house_9837,Super built-up  Area,15-Nov,Hennur Road,3 BHK,,1480,3.0,,100.0
house_6027,Built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,,1256,2.0,1.0,62.8
house_707,Super built-up  Area,19-Aug,Dommasandra,3 BHK,,1033,2.0,2.0,25.53
house_10487,Super built-up  Area,Ready To Move,Garudachar Palya,2 BHK,,1150,2.0,2.0,52.0
house_4463,Super built-up  Area,18-Dec,JP Nagar,3 BHK,Pehtsa ,3860,3.0,2.0,402.0
house_3944,Plot  Area,Ready To Move,Cholanayakanahalli,1 Bedroom,,750,2.0,0.0,50.0
house_6197,Built-up  Area,Ready To Move,Haralur Road,2 BHK,,1300,2.0,2.0,60.0
house_8461,Built-up  Area,Ready To Move,Whitefield,2 BHK,,1197,2.0,1.0,50.0
house_13229,Built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,2395,4.0,2.0,150.0
house_1921,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1564,3.0,1.0,101.0
house_5059,Super built-up  Area,Ready To Move,Electronic City,2 BHK,Itelaa ,660,1.0,1.0,16.0
house_8480,Plot  Area,Ready To Move,Immadihalli,1 Bedroom,,672,1.0,1.0,27.0
house_434,Plot  Area,Ready To Move,7th Phase JP Nagar,8 Bedroom,,1200,8.0,,250.0
house_8242,Super built-up  Area,Ready To Move,Alur,1 BHK,,425,1.0,1.0,15.0
house_1944,Plot  Area,Ready To Move,BEL Road,2 Bedroom,,1050,2.0,0.0,110.0
house_10207,Super built-up  Area,Ready To Move,Alfa Garden Layout,2 BHK,,1050,2.0,2.0,38.0
house_4950,Built-up  Area,18-Dec,Bommasandra Industrial Area,3 BHK,,1220,2.0,1.0,35.23
house_3573,Super built-up  Area,Ready To Move,Bellandur,2 BHK,Amivace,1457,2.0,2.0,85.0
house_587,Super built-up  Area,Ready To Move,Koramangala,2 BHK,Ansna K,1253,2.0,1.0,102.0
house_9448,Super built-up  Area,18-Aug,Ananth Nagar,2 BHK,,1200,2.0,1.0,36.0
house_11195,Built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,,1125,2.0,1.0,46.0
house_9373,Built-up  Area,Ready To Move,Hebbal,2 BHK,,1100,2.0,2.0,42.0
house_7103,Super built-up  Area,Ready To Move,Harlur,3 BHK,,1752.12,3.0,2.0,133.0
house_9015,Super built-up  Area,Ready To Move,Harsha Layout,1 BHK,,500,1.0,1.0,16.0
house_10245,Plot  Area,Ready To Move,Bagalakunte,2 Bedroom,,1200,4.0,1.0,138.0
house_10556,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,,1200,2.0,2.0,46.0
house_2711,Built-up  Area,Ready To Move,Frazer Town,3 BHK,Nanorkr,3500,4.0,2.0,330.0
house_4476,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,BriumMi,1215,2.0,2.0,90.0
house_8311,Super built-up  Area,18-Apr,Sarjapur,3 BHK,SNityVe,1170,2.0,2.0,35.41
house_769,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,PuilaMi,1215,2.0,1.0,67.0
house_12389,Super built-up  Area,Ready To Move,Kothannur,2 BHK,,820,2.0,2.0,37.0
house_10689,Built-up  Area,Ready To Move,Yelahanka New Town,1 BHK,KHatsFl,488,1.0,1.0,20.0
house_7346,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1215,2.0,2.0,52.85
house_10180,Plot  Area,Ready To Move,KR Puram,6 Bedroom,Coronte,1200,6.0,3.0,132.0
house_5021,Super built-up  Area,21-Aug,Electronics City Phase 1,2 BHK,,950,2.0,1.0,33.0
house_5511,Super built-up  Area,21-May,Kanakpura Road,2 BHK,GolusLi,1309,2.0,3.0,64.39
house_13196,Super built-up  Area,Ready To Move,Near International Airport,2 BHK,PronsAs,1330,2.0,1.0,56.0
house_5409,Super built-up  Area,Ready To Move,Haralur Road,3 BHK,NDionas,2017,2.0,2.0,125.0
house_5233,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1303,2.0,2.0,44.17
house_2197,Super built-up  Area,18-Mar,Sarjapur  Road,2 BHK,,1155,2.0,1.0,58.0
house_7415,Built-up  Area,Ready To Move,Anandapura,2 Bedroom,,1200,2.0,0.0,58.0
house_10852,Plot  Area,Ready To Move,Mahalakshmi Layout,8 Bedroom,,4482,6.0,2.0,852.0
house_1211,Plot  Area,Ready To Move,Classic Paradise Layout,5 Bedroom,,1560,5.0,1.0,145.0
house_5555,Super built-up  Area,Ready To Move,Banashankari,2 BHK,Bregae ,1390,2.0,2.0,86.0
house_6766,Super built-up  Area,Ready To Move,Horamavu Agara,2 BHK,Maows M,1107.83,2.0,1.0,41.51
house_2328,Plot  Area,Ready To Move,Rajagopala Nagar,4 Bedroom,,600,4.0,1.0,40.0
house_6423,Plot  Area,Immediate Possession,Whitefield,,SRniaGa,2324,,,26.73
house_10604,Super built-up  Area,Ready To Move,Electronic City Phase II,1 BHK,Srrlsnu,650,1.0,1.0,35.0
house_3206,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Bhmesy ,2000,3.0,2.0,99.0
house_5730,Plot  Area,Ready To Move,Ejipura,2 Bedroom,,922,2.0,1.0,70.0
house_4829,Plot  Area,18-Jun,Channasandra,3 Bedroom,,1200,3.0,1.0,67.77
house_4304,Super built-up  Area,Ready To Move,Channasandra,2 BHK,,1115,2.0,1.0,40.0
house_8305,Built-up  Area,Ready To Move,Vishwanatha Nagenahalli,3 BHK,PrBayGa,2159,3.0,2.0,120.0
house_12771,Super built-up  Area,19-Dec,Electronics City Phase 1,2 BHK,DSrry S,1088,2.0,1.0,30.46
house_12035,Super built-up  Area,Ready To Move,Ferrar Nagar,4 BHK,Leton A,2360,3.0,2.0,185.0
house_3886,Plot  Area,Ready To Move,Dollars Layout,4 Bedroom,,4200,4.0,1.0,760.0
house_5423,Built-up  Area,Ready To Move,Kirloskar Layout,3 BHK,,1400,3.0,2.0,35.0
house_3106,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Clell D,1084,2.0,3.0,55.0
house_9698,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Adeatlm,2275,4.0,2.0,185.0
house_12788,Super built-up  Area,20-Aug,Begur Road,3 BHK,Pruthg ,1583,3.0,1.0,95.23
house_10131,Super built-up  Area,19-Aug,Hormavu,2 BHK,,1196,2.0,1.0,44.8
house_826,Super built-up  Area,Ready To Move,Panathur,3 BHK,,1695,3.0,1.0,90.0
house_3110,Super built-up  Area,18-Dec,Hosa Road,3 BHK,Mahesr ,1541,3.0,1.0,69.84
house_11459,Super built-up  Area,Ready To Move,HSR Layout,2 BHK,Veyal V,1100,2.0,2.0,44.0
house_12826,Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,,1400,2.0,2.0,68.0
house_6887,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Asintas,1690,3.0,2.0,116.0
house_1888,Super built-up  Area,Ready To Move,Dodda Nekkundi Extension,2 BHK,AlEcone,1188,2.0,3.0,73.0
house_10355,Built-up  Area,Ready To Move,Lakshminarayana Pura,3 BHK,RothaVa,1720,3.0,3.0,150.0
house_9568,Super built-up  Area,Ready To Move,LB Shastri Nagar,3 BHK,MCrds S,1400,2.0,2.0,80.0
house_4384,Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1174,2.0,1.0,78.0
house_5765,Super built-up  Area,Ready To Move,Marasandra,3 BHK,,1840,3.0,3.0,85.0
house_12855,Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Soweray,1717,3.0,3.0,125.0
house_10409,Built-up  Area,Ready To Move,Doddathoguru,3 BHK,Srtasno,1208,3.0,1.0,45.0
house_9463,Super built-up  Area,Ready To Move,Kudlu Gate,3 BHK,Srier P,1535,3.0,2.0,85.0
house_12492,Built-up  Area,18-Dec,Electronic City,3 BHK,,1320,2.0,1.0,38.12
house_2777,Super built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsan,918,2.0,2.0,45.0
house_11022,Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,,1275,2.0,2.0,88.0
house_4149,Super built-up  Area,18-Jan,Roopena Agrahara,3 BHK,,1300,3.0,2.0,47.0
house_7656,Super built-up  Area,Ready To Move,Hebbal,3 BHK,MVkleiw,1860,3.0,2.0,95.0
house_8353,Plot  Area,Ready To Move,Kengeri Satellite Town,2 Bedroom,,2480,2.0,1.0,160.0
house_4159,Built-up  Area,Ready To Move,Kamakshipalya,3 BHK,Viaxy G,1155,2.0,0.0,60.0
house_8084,Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1419,2.0,3.0,87.0
house_6570,Built-up  Area,Ready To Move,Chennappa Layout,3 BHK,Mawerer,1280,2.0,1.0,48.0
house_11030,Super built-up  Area,Ready To Move,5th Phase JP Nagar,5 BHK,,4000,5.0,2.0,170.0
house_3904,Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,,1224,2.0,3.0,39.2
house_3221,Built-up  Area,Ready To Move,Begur,3 BHK,,1559,3.0,2.0,63.0
house_5229,Super built-up  Area,18-Jul,Balagere,2 BHK,Soresea,1210,2.0,1.0,74.0
house_11080,Super built-up  Area,18-Jan,Ashok Nagar,4 BHK,,8321,5.0,2.0,2912.0
house_8466,Super built-up  Area,Ready To Move,Banashankari Stage II,3 BHK,,1260,2.0,1.0,95.0
house_1881,Super built-up  Area,18-Jul,Bannerghatta,4 BHK,Mamespa,3012,6.0,2.0,250.0
house_12272,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1570,3.0,2.0,68.0
house_2482,Super built-up  Area,Ready To Move,Somasundara Palya,2 BHK,Srhts P,1448,2.0,2.0,68.0
house_3032,Super built-up  Area,18-May,Ashirvad Colony,2 BHK,,1100,2.0,,53.0
house_13226,Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,8 Bedroom,,6000,8.0,3.0,215.0
house_11427,Built-up  Area,Ready To Move,Yelahanka,3 BHK,NCs 2rj,1350,2.0,3.0,85.0
house_9735,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,ChionCo,1654,3.0,,97.8
house_11213,Built-up  Area,Ready To Move,Singapura Village,2 BHK,Juoryma,985,2.0,1.0,45.0
house_2076,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,MenueNo,1430,2.0,2.0,56.0
house_8732,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar 5th Stage,2 BHK,Pridel ,1056,2.0,2.0,55.0
house_4117,Super built-up  Area,Ready To Move,B Channasandra,2 BHK,PrncyRe,1080,2.0,1.0,45.0
house_6779,Super built-up  Area,18-Jul,"TR Mill Road, Chamarajpet",2 BHK,,1175,2.0,2.0,79.0
house_6738,Super built-up  Area,Ready To Move,Banashankari,2 BHK,Goeesem,1105,2.0,2.0,90.0
house_1578,Built-up  Area,Ready To Move,Yelahanka,6 Bedroom,,3770,6.0,3.0,110.0
house_1148,Super built-up  Area,Ready To Move,RWF West Colony,2 BHK,PancyRe,1000,2.0,1.0,50.0
house_842,Super built-up  Area,Ready To Move,Yelachenahalli,3 BHK,,1400,2.0,3.0,55.0
house_12942,Plot  Area,Ready To Move,Srinagar,6 Bedroom,,625,3.0,3.0,78.0
house_11761,Super built-up  Area,Ready To Move,Doddabanahalli,2 BHK,,830,2.0,2.0,26.0
house_11091,Built-up  Area,Ready To Move,Attibele,1 BHK,,410,1.0,1.0,10.0
house_127,Super built-up  Area,22-Jan,Vajarahalli,2 BHK,,945,2.0,1.0,54.0
house_10331,Super built-up  Area,Ready To Move,Gollahalli,2 BHK,MJlese ,1170,2.0,1.0,45.51
house_5272,Built-up  Area,18-Jul,Bommasandra Industrial Area,2 BHK,,1020,2.0,1.0,29.45
house_4065,Built-up  Area,18-Dec,Electronic City,3 BHK,,1400,2.0,1.0,40.44
house_138,Super built-up  Area,18-May,Bommasandra Industrial Area,3 BHK,,1280,3.0,1.0,50.4
house_699,Plot  Area,Ready To Move,Tindlu,3 Bedroom,Hentye ,1500,2.0,1.0,87.0
house_11854,Super built-up  Area,Ready To Move,BSM Extension,2 BHK,Raave E,865,2.0,2.0,33.0
house_9610,Built-up  Area,Ready To Move,Ganga Nagar,2 BHK,,1200,3.0,2.0,52.0
house_6369,Super built-up  Area,18-Dec,Gunjur Palya,2 BHK,,900,2.0,1.0,27.0
house_6857,Super built-up  Area,Ready To Move,Kasavanhalli,1 BHK,Srire S,770,1.0,1.0,43.82
house_10321,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,NDionas,1285,2.0,1.0,78.0
house_9074,Super built-up  Area,Ready To Move,GM Palaya,3 BHK,MSuntra,1315,3.0,0.0,64.0
house_5287,Super built-up  Area,19-Sep,Kudlu Gate,2 BHK,Srods P,1113,2.0,1.0,50.0
house_401,Super built-up  Area,Ready To Move,Whitefield,4 BHK,Haestt ,3252,4.0,1.0,230.0
house_1669,Plot  Area,Ready To Move,2nd Stage Nagarbhavi,4 Bedroom,,1200,4.0,2.0,245.0
house_6252,Super built-up  Area,Ready To Move,Chandapura,2 BHK,PavesGr,876,2.0,2.0,29.5
house_1593,Plot  Area,Ready To Move,JP Nagar,9 Bedroom,,2550,9.0,0.0,360.0
house_12334,Super built-up  Area,20-Jun,Budigere,1 BHK,Brstaue,650 - 760,1.0,0.0,34.545
house_11987,Super built-up  Area,Ready To Move,Murugeshpalya,3 BHK,Vauna F,1344,2.0,0.0,56.0
house_13077,Super built-up  Area,Ready To Move,KR Puram,2 BHK,,1020,2.0,2.0,39.0
house_860,Plot  Area,Ready To Move,Raja Rajeshwari Nagar,6 Bedroom,,1200,4.0,2.0,125.0
house_7896,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Puallhi,1984,4.0,1.0,145.0
house_77,Built-up  Area,Ready To Move,Cholanayakanahalli,3 BHK,Viony H,2511,3.0,3.0,205.0
house_3907,Super built-up  Area,Ready To Move,Kudlu Gate,3 BHK,Srier P,1535,3.0,2.0,86.0
house_10801,Super built-up  Area,Ready To Move,Basapura,2 BHK,Krtiqa ,1100,2.0,1.0,60.0
house_11292,Super built-up  Area,Ready To Move,Dairy Circle,4 BHK,Soeurri,3730,6.0,2.0,430.0
house_10975,Built-up  Area,Ready To Move,Hulimavu,2 Bedroom,,1050,2.0,2.0,125.0
house_1318,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Krine C,1232,2.0,2.0,45.0
house_9072,Super built-up  Area,Ready To Move,Varthur,2 BHK,DSingSt,1035,2.0,1.0,60.0
house_700,Built-up  Area,18-Dec,Electronic City,2 BHK,,1125,2.0,1.0,32.49
house_12020,Built-up  Area,Ready To Move,Ulsoor,4 Bedroom,,2500,4.0,0.0,170.0
house_4162,Built-up  Area,Ready To Move,Yemlur,4 Bedroom,Epllan ,7000,5.0,,2050.0
house_2370,Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,Maens G,1420,2.0,1.0,158.0
house_8190,Plot  Area,Ready To Move,Hongasandra,8 Bedroom,,1200,8.0,2.0,150.0
house_12661,Super built-up  Area,Ready To Move,Jakkur,3 BHK,,1150,3.0,2.0,65.0
house_7627,Super built-up  Area,Ready To Move,Electronic City,2 BHK,MDonta ,1039,2.0,1.0,50.0
house_25,Super built-up  Area,18-May,Mangammanapalya,3 BHK,,1250,3.0,2.0,56.0
house_4194,Super built-up  Area,Ready To Move,Bommasandra,3 BHK,Niara S,1478,2.0,,44.0
house_2144,Super built-up  Area,Ready To Move,Channasandra,3 BHK,Pritehi,1470,2.0,1.0,90.0
house_9699,Super built-up  Area,18-Jul,Bannerghatta,4 BHK,Mamespa,1791 - 4000,,,246.0
house_4947,Super built-up  Area,Ready To Move,Mallathahalli,2 BHK,DSvil S,1100,2.0,1.0,46.0
house_824,Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,,918,2.0,1.0,50.49
house_2185,Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,SLireap,1105,2.0,1.0,38.67
house_11110,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1452,3.0,3.0,56.5
house_10202,Super built-up  Area,Ready To Move,Nanjappa Layout Vidyaranyapura,5 BHK,,1200,4.0,2.0,115.0
house_6946,Super built-up  Area,Ready To Move,Tumkur Road,2 BHK,Sahtsva,1027,2.0,1.0,68.62
house_1978,Plot  Area,Ready To Move,BTM 2nd Stage,3 Bedroom,,1260,5.0,1.0,185.0
house_3089,Super built-up  Area,18-May,Bommanahalli,3 BHK,,1250,2.0,2.0,42.5
house_7141,Super built-up  Area,Ready To Move,Silk Board,3 BHK,,1435,2.0,1.0,60.0
house_2378,Super built-up  Area,Ready To Move,Harappanahalli,2 BHK,,1311,2.0,2.0,48.0
house_7525,Super built-up  Area,Ready To Move,Begur,2 BHK,Viodspr,1100,2.0,2.0,55.0
house_9915,Super built-up  Area,19-Dec,Hebbal,3 BHK,Raard B,1645,3.0,2.0,113.0
house_5647,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,,1026,2.0,1.0,49.95
house_8546,Plot  Area,Ready To Move,Dollars Colony,3 Bedroom,,7800,3.0,2.0,2000.0
house_4741,Super built-up  Area,Ready To Move,Tumkur Road,3 BHK,Soubya ,1789,3.0,2.0,98.0
house_1338,Super built-up  Area,Ready To Move,Ashwath Nagar,2 BHK,SJcerpe,1262,2.0,2.0,63.0
house_7119,Built-up  Area,Ready To Move,EPIP Zone,3 BHK,,1709,3.0,1.0,80.0
house_1830,Plot  Area,Ready To Move,Hosa Road,3 Bedroom,,675,3.0,2.0,72.5
house_4876,Built-up  Area,Ready To Move, Electronic City,1 RK,GMown E,435,1.0,1.0,19.5
house_7396,Built-up  Area,Ready To Move,HRBR Layout,3 BHK,Fleepi ,1335,2.0,1.0,87.0
house_6856,Plot  Area,18-Mar,T.C PALYA,2 Bedroom,,1230,2.0,0.0,75.0
house_3581,Built-up  Area,Ready To Move,Babusapalaya,2 BHK,,1500,2.0,2.0,57.0
house_8725,Super built-up  Area,Ready To Move,Attibele,1 BHK,Jae 1hu,418,2.0,1.0,11.5
house_8054,Plot  Area,Ready To Move,Magadi Road,3 Bedroom,Anensva,1200,3.0,2.0,98.0
house_5339,Super built-up  Area,Ready To Move,KR Puram,3 BHK,DSise S,1930,2.0,2.0,57.9
house_4786,Super built-up  Area,Ready To Move,Electronic City,2 BHK,Itelaa ,660,1.0,1.0,15.0
house_2828,Super built-up  Area,Ready To Move,Srigandada Kaval,2 BHK,,1200,2.0,0.0,53.0
house_715,Super built-up  Area,Ready To Move,Silver Springs Layout,3 BHK,SSarlPe,1570,3.0,2.0,62.0
house_7865,Super built-up  Area,Ready To Move,Indira Nagar,4 BHK,,3200,4.0,,440.0
house_1912,Plot  Area,Ready To Move,Harappanahalli,2 Bedroom,Clood E,2400,2.0,1.0,95.0
house_1636,Built-up  Area,Ready To Move,Kallumantapa,2 BHK,BSarknd,1100,2.0,2.0,50.0
house_12000,Super built-up  Area,19-Mar,Hennur Road,2 BHK,Orens G,1165,2.0,1.0,67.0
house_12860,Super built-up  Area,Ready To Move,JP Nagar,2 BHK,BSensth,1157,2.0,1.0,73.0
house_10311,Super built-up  Area,21-May,Kanakpura Road,3 BHK,GolusLi,1938,3.0,3.0,92.69
house_9876,Built-up  Area,Ready To Move,Mysore Road,2 BHK,PrntaEn,1175,2.0,2.0,70.5
house_8336,Plot  Area,Ready To Move,BTM 2nd Stage,3 Bedroom,,2400,2.0,0.0,360.0
house_2922,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,ChionCo,1680,3.0,,99.27
house_4254,Plot  Area,Ready To Move,Sahakara Nagar,5 Bedroom,,1200,5.0,,160.0
house_13273,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1 BHK,,510,1.0,1.0,22.0
house_11479,Super built-up  Area,18-Dec,Kudlu Gate,3 BHK,Sanzaat,1850,3.0,2.0,110.0
house_2976,Super built-up  Area,Ready To Move,Ardendale,2 BHK,Miwel M,1100,2.0,1.0,48.0
house_4958,Super built-up  Area,18-Sep,Hennur Road,3 BHK,Shxorm ,1590,3.0,2.0,96.5
house_7566,Super built-up  Area,Ready To Move,Jakkuru Layout,2 BHK,,1200,2.0,1.0,54.0
house_1132,Super built-up  Area,Ready To Move,Haralur Road,3 BHK,DSimaUl,1920,3.0,1.0,115.0
house_8899,Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,,1860,3.0,2.0,168.0
house_12625,Plot  Area,Ready To Move,Kengeri Satellite Town,4 Bedroom,,650,2.0,1.0,58.0
house_4907,Built-up  Area,Ready To Move,Outer Ring Road East,2 BHK,Hoens T,1367,2.0,2.0,62.0
house_9789,Plot  Area,Ready To Move,Babusapalaya,2 Bedroom,,1200,2.0,0.0,105.0
house_1507,Super built-up  Area,Ready To Move,Banagiri Nagar,3 BHK,,1525,2.0,3.0,122.0
house_565,Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,GaicaVe,1490,3.0,1.0,84.0
house_4571,Plot  Area,Ready To Move,Bidrahalli,3 Bedroom,,1800,2.0,0.0,72.0
house_7289,Built-up  Area,Ready To Move,Kaveri Nagar,5 Bedroom,,1008,4.0,2.0,180.0
house_7247,Super built-up  Area,21-Mar,Yelahanka,2 BHK,Goues A,1390,2.0,2.0,70.21
house_1012,Built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,,1256,2.0,1.0,62.8
house_6307,Super built-up  Area,18-Apr,Uttarahalli,3 BHK,,1280,2.0,2.0,60.0
house_948,Built-up  Area,Ready To Move,Kasavanhalli,4 Bedroom,Vaidsi ,3260,4.0,1.0,240.0
house_4560,Built-up  Area,Ready To Move,Doddakammanahalli,3 BHK,SrarkSk,1550,2.0,1.0,60.0
house_865,Super built-up  Area,Ready To Move,Magadi Road,2 BHK,Vrenty ,884,2.0,1.0,41.1
house_12210,Super built-up  Area,Ready To Move,Hebbal Kempapura,4 BHK,GonumPl,3729,4.0,2.0,384.0
house_13119,Plot  Area,Ready To Move,Sathya Sai Layout,4 Bedroom,Prowshi,6688,6.0,1.0,700.0
house_11428,Built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,,1453,2.0,2.0,73.0
house_9262,Plot  Area,Ready To Move,TC Palaya,3 Bedroom,,1200,2.0,0.0,66.0
house_6762,Super built-up  Area,Ready To Move,Kodigehaali,3 BHK,Leeno S,2120,3.0,2.0,177.0
house_951,Built-up  Area,Ready To Move,Vasantha Vallabha Nagar,3 Bedroom,,1500,2.0,2.0,95.0
house_3320,Super built-up  Area,Ready To Move,Mysore Road,3 BHK,,1082,3.0,1.0,50.5
house_6354,Plot  Area,Ready To Move,Roopena Agrahara,4 Bedroom,,1200,4.0,1.0,95.0
house_5812,Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,1381,2.0,2.0,76.18
house_6872,Super built-up  Area,Ready To Move,HRBR Layout,2 BHK,,1170,2.0,2.0,75.0
house_1886,Super built-up  Area,Ready To Move,Hosur Road,3 BHK,PuendWe,1508,2.0,1.0,110.0
house_1497,Built-up  Area,Ready To Move,Ejipura,3 BHK,DSncele,1650,3.0,0.0,110.0
house_13161,Super built-up  Area,Ready To Move,Makali,1 BHK,,530,1.0,1.0,18.0
house_9973,Plot  Area,Ready To Move,Hennur Bande,6 Bedroom,,1200,6.0,3.0,180.0
house_10048,Plot  Area,Ready To Move,Gkvk Layout,3 Bedroom,,1200,4.0,2.0,180.0
house_9477,Super built-up  Area,18-Apr,Electronic City,1 BHK,Prarkun,630,1.0,1.0,40.5
house_12725,Super built-up  Area,18-Aug,Horamavu Agara,2 BHK,S2ionrn,1090,2.0,1.0,46.0
house_10883,Super built-up  Area,Ready To Move,BEL Road,3 BHK,,1800,3.0,2.0,150.0
house_3795,Super built-up  Area,19-Jan,Kanakpura Road,3 BHK,PrityFa,1591,3.0,1.0,115.0
house_9841,Super built-up  Area,Ready To Move,Banashankari,3 BHK,,1683,3.0,2.0,115.0
house_3277,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,,1215,2.0,2.0,58.86
house_2140,Super built-up  Area,Ready To Move,Harlur,3 BHK,SosicCl,1754,3.0,2.0,125.0
house_9593,Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,Prldsri,1278,3.0,2.0,70.0
house_9673,Built-up  Area,Ready To Move,Whitefield,3 BHK,Hoensti,1270,2.0,2.0,65.0
house_4156,Plot  Area,Ready To Move,Cottonpet,4 Bedroom,,971,2.0,2.0,135.0
house_12741,Super built-up  Area,Ready To Move,Babusapalaya,2 BHK,Veisear,1245,2.0,2.0,58.0
house_5006,Built-up  Area,Ready To Move,"Sarjapur Road, ",3 BHK,,1636,3.0,2.0,97.0
house_9683,Plot  Area,18-Apr,tc.palya,3 Bedroom,,1400,2.0,1.0,78.0
house_7465,Built-up  Area,Ready To Move,Kempapura,3 BHK,Vaenev ,1570,3.0,2.0,80.0
house_1732,Super built-up  Area,Ready To Move,Anekal,1 BHK,,600,1.0,1.0,16.5
house_83,Super built-up  Area,Ready To Move,Garudachar Palya,3 BHK,,1325,2.0,2.0,60.8
house_12622,Super built-up  Area,18-Dec,Hosa Road,3 BHK,Mahesr ,1541,3.0,1.0,69.61
house_862,Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,Shitt S,1175,2.0,2.0,51.47
